resultId,raceId,constructorId,position
19265,801,105,1
19266,801,6,2
19279,802,131,1
19280,802,131,2
19301,803,6,1
19302,803,6,2
19333,804,131,1
19334,804,6,2
19356,805,131,1
19357,805,6,2
19373,806,131,1
19374,806,6,2
19394,807,6,1
19395,807,105,2
19416,808,6,1
19417,808,6,2
19432,809,113,1
19433,809,113,2
19465,810,6,1
19466,810,6,2
19484,811,6,1
19485,811,6,2
19504,812,6,1
19505,812,105,2
19529,813,6,1
19530,813,105,2
19556,814,6,1
19557,814,105,2
19590,815,6,1
19591,815,6,2
19610,816,105,1
19611,816,6,2
19640,817,6,1
19641,817,6,2
19661,818,114,1
19662,818,113,2
19694,819,6,1
19695,819,6,2
19716,820,6,1
19717,820,6,2
19736,821,6,1
19737,821,6,2
19768,822,6,1
19769,822,6,2
19798,823,6,1
19799,823,6,2
19816,824,6,1
19817,824,105,2
19851,825,51,1
19852,825,6,2
19872,826,113,1
19873,826,113,2
19905,827,51,1
19906,827,6,2
19918,828,51,1
19919,828,6,2
19941,829,6,1
19942,829,51,2
19961,830,6,1
19962,830,51,2
19983,831,6,1
19984,831,6,2
20005,832,51,1
20006,832,6,2
20025,833,51,1
20026,833,51,2
20046,834,51,1
20047,834,6,2
20067,835,113,1
20068,835,150,2
20100,836,51,1
20101,836,51,2
20118,837,51,1
20119,837,51,2
20132,838,51,1
20133,838,51,2
20150,839,51,1
20151,839,6,2
20183,839,6,2
20186,828,51,1
20187,828,6,2
20241,804,6,2
20244,792,6,2
20245,792,6,2
20261,794,113,2
20267,784,6,1
20270,785,6,2
20277,789,6,2
20281,791,6,2
20291,780,118,1
20300,728,172,1
20301,728,34,2
20323,337,6,1
20324,337,6,2
20347,338,1,1
20348,338,4,2
20371,339,9,1
20372,339,9,2
20395,340,1,1
20396,340,1,2
20419,341,9,1
20420,341,6,2
20443,342,9,1
20444,342,9,2
20467,343,1,1
20468,343,1,2
20491,344,1,1
20492,344,1,2
20515,345,9,1
20516,345,1,2
20539,346,9,1
20540,346,1,2
20563,347,6,1
20564,347,6,2
20587,348,9,1
20588,348,6,2
20611,349,1,1
20612,349,9,2
20635,350,6,1
20636,350,1,2
20659,351,6,1
20660,351,9,2
20683,352,9,1
20684,352,9,2
20707,353,6,1
20708,353,1,2
20731,354,9,1
20732,354,9,2
20755,355,9,1
20756,355,1,2
20779,841,9,1
20780,841,1,2
20801,842,9,1
20802,842,1,2
20825,843,1,1
20826,843,9,2
20849,844,9,1
20850,844,9,2
20873,845,9,1
20874,845,1,2
20897,846,9,1
20898,846,6,2
20920,847,1,1
20921,847,9,2
20944,848,9,1
20945,848,6,2
20968,849,6,1
20969,849,9,2
20992,850,1,1
20993,850,6,2
21016,851,1,1
21017,851,9,2
21040,852,9,1
21041,852,9,2
21064,853,9,1
21065,853,1,2
21088,854,9,1
21089,854,1,2
21112,855,1,1
21113,855,6,2
21136,856,9,1
21137,856,1,2
21160,857,9,1
21161,857,1,2
21184,858,1,1
21185,858,6,2
21208,859,9,1
21209,859,9,2
21232,860,1,1
21233,860,9,2
21256,861,6,1
21257,861,15,2
21280,862,131,1
21281,862,1,2
21304,863,9,1
21305,863,208,2
21328,864,3,1
21329,864,6,2
21352,865,9,1
21353,865,131,2
21376,866,1,1
21377,866,208,2
21400,867,6,1
21401,867,208,2
21424,868,9,1
21425,868,6,2
21448,869,6,1
21449,869,1,2
21472,870,1,1
21473,870,208,2
21496,871,1,1
21497,871,9,2
21520,872,1,1
21521,872,15,2
21544,873,9,1
21545,873,1,2
21568,874,9,1
21569,874,6,2
21592,875,9,1
21593,875,9,2
21616,876,9,1
21617,876,6,2
21640,877,208,1
21641,877,6,2
21664,878,1,1
21665,878,9,2
21688,879,1,1
21689,879,6,2
21712,880,208,1
21713,880,6,2
21734,881,9,1
21735,881,9,2
21756,882,6,1
21757,882,208,2
21778,883,9,1
21779,883,208,2
21800,884,6,1
21801,884,208,2
21822,885,131,1
21823,885,9,2
21844,886,9,1
21845,886,6,2
21866,887,131,1
21867,887,9,2
21888,888,9,1
21889,888,208,2
21910,890,131,1
21911,890,208,2
21932,891,9,1
21933,891,6,2
21954,892,9,1
21955,892,6,2
21976,893,9,1
21977,893,6,2
21998,894,9,1
21999,894,208,2
22020,895,9,1
22021,895,9,2
22042,896,9,1
22043,896,131,2
22064,897,9,1
22065,897,9,2
22086,898,9,1
22087,898,208,2
22108,899,9,1
22109,899,9,2
22130,900,131,1
22131,900,1,2
22152,901,131,1
22153,901,131,2
22174,902,131,1
22175,902,131,2
22196,903,131,1
22197,903,131,2
22218,904,131,1
22219,904,131,2
22240,905,131,1
22241,905,131,2
22262,906,9,1
22263,906,131,2
22284,907,131,1
22285,907,131,2
22306,908,131,1
22307,908,3,2
22328,909,131,1
22329,909,3,2
22350,910,9,1
22351,910,6,2
22373,911,9,1
22374,911,131,2
22395,912,131,1
22396,912,131,2
22417,913,131,1
22418,913,9,2
22439,914,131,1
22440,914,131,2
22461,915,131,1
22462,915,131,2
22482,916,131,1
22483,916,131,2
22500,917,131,1
22501,917,131,2
22518,918,131,1
22519,918,3,2
22538,926,131,1
22539,926,131,2
22556,927,6,1
22557,927,131,2
22576,928,131,1
22577,928,131,2
22596,929,131,1
22597,929,6,2
22616,930,131,1
22617,930,131,2
22636,931,131,1
22637,931,6,2
22656,932,131,1
22657,932,131,2
22676,933,131,1
22677,933,131,2
22696,934,131,1
22697,934,131,2
22716,936,6,1
22717,936,9,2
22736,937,131,1
22737,937,131,2
22756,938,131,1
22757,938,6,2
22776,939,6,1
22777,939,9,2
22796,940,131,1
22797,940,131,2
22816,941,131,1
22817,941,6,2
22837,942,131,1
22838,942,131,2
22857,943,131,1
22858,943,131,2
22877,944,131,1
22878,944,131,2
22897,945,131,1
22898,945,131,2
22917,948,131,1
22918,948,131,2
22939,949,131,1
22940,949,6,2
22961,950,131,1
22962,950,6,2
22983,951,131,1
22984,951,131,2
23005,952,9,1
23006,952,6,2
23027,953,131,1
23028,953,9,2
23049,954,131,1
23050,954,6,2
23071,955,131,1
23072,955,6,2
23093,956,131,1
23094,956,9,2
23115,957,131,1
23116,957,9,2
23137,958,131,1
23138,958,131,2
23159,959,131,1
23160,959,9,2
23181,960,131,1
23182,960,9,2
23203,961,131,1
23204,961,131,2
23225,962,131,1
23226,962,9,2
23247,963,9,1
23248,963,9,2
23269,964,131,1
23270,964,9,2
23291,965,131,1
23292,965,131,2
23313,966,131,1
23314,966,131,2
23335,967,131,1
23336,967,131,2
23357,968,131,1
23358,968,131,2
23379,969,6,1
23380,969,131,2
23399,970,131,1
23400,970,6,2
23419,971,6,1
23420,971,131,2
23439,972,131,1
23440,972,6,2
23459,973,131,1
23460,973,6,2
23479,974,6,1
23480,974,6,2
23499,975,131,1
23500,975,131,2
23519,976,9,1
23520,976,131,2
23542,977,131,1
23543,977,6,2
23562,978,131,1
23563,978,131,2
23582,979,6,1
23583,979,6,2
23602,980,131,1
23603,980,6,2
23622,981,131,1
23623,981,131,2
23642,982,131,1
23643,982,9,2
23662,983,9,1
23663,983,131,2
23682,984,131,1
23683,984,9,2
23702,985,131,1
23703,985,6,2
23722,986,9,1
23723,986,131,2
23742,987,6,1
23743,987,131,2
23762,988,131,1
23763,988,131,2
23782,989,6,1
23783,989,131,2
23802,990,6,1
23803,990,131,2
23822,991,9,1
23823,991,131,2
23842,992,131,1
23843,992,6,2
23862,993,131,1
23863,993,131,2
23882,994,9,1
23883,994,6,2
23902,995,6,1
23903,995,131,2
23922,996,131,1
23923,996,9,2
23942,997,9,1
23943,997,6,2
23962,998,6,1
23963,998,131,2
23983,999,131,1
23984,999,131,2
24003,1000,131,1
24004,1000,6,2
24023,1001,6,1
24024,1001,131,2
24043,1002,131,1
24044,1002,6,2
24063,1003,131,1
24064,1003,9,2
24083,1004,131,1
24084,1004,131,2
24103,1005,131,1
24104,1005,131,2
24123,1006,6,1
24124,1006,9,2
24143,1007,9,1
24144,1007,6,2
24163,1008,131,1
24164,1008,9,2
24183,1009,131,1
24184,1009,6,2
24203,1010,131,1
24204,1010,131,2
24223,1011,131,1
24224,1011,131,2
24243,1012,131,1
24244,1012,131,2
24263,1013,131,1
24264,1013,131,2
24283,1014,131,1
24284,1014,131,2
24306,1015,131,1
24307,1015,6,2
24326,1016,131,1
24327,1016,6,2
24346,1017,131,1
24347,1017,131,2
24366,1018,9,1
24367,1018,6,2
24386,1019,131,1
24387,1019,131,2
24406,1020,9,1
24407,1020,6,2
24426,1021,131,1
24427,1021,9,2
24446,1022,6,1
24447,1022,131,2
24466,1023,6,1
24467,1023,131,2
24486,1024,6,1
24487,1024,6,2
24506,1025,131,1
24507,1025,131,2
24526,1026,131,1
24527,1026,6,2
24546,1027,131,1
24547,1027,6,2
24566,1028,131,1
24567,1028,131,2
24586,1029,9,1
24587,1029,5,2
24606,1030,131,1
24607,1030,9,2
24626,1031,131,1
24627,1031,6,2
24646,1032,131,1
24647,1032,131,2
24666,1033,131,1
24667,1033,9,2
24686,1034,131,1
24687,1034,9,2
24706,1035,9,1
24707,1035,131,2
24726,1036,131,1
24727,1036,9,2
24746,1037,131,1
24747,1037,131,2
24766,1038,213,1
24767,1038,1,2
24786,1039,131,1
24787,1039,131,2
24806,1040,131,1
24807,1040,9,2
24826,1041,131,1
24827,1041,9,2
24846,1042,131,1
24847,1042,131,2
24866,1043,131,1
24867,1043,131,2
24886,1044,131,1
24887,1044,211,2
24906,1045,131,1
24907,1045,9,2
24926,1046,211,1
24927,1046,4,2
24946,1047,9,1
24947,1047,131,2
24966,1052,131,1
24967,1052,9,2
24986,1053,9,1
24987,1053,131,2
25006,1054,131,1
25007,1054,9,2
25026,1055,131,1
25027,1055,9,2
25046,1056,9,1
25047,1056,6,2
25066,1057,9,1
25067,1057,117,2
25086,1059,9,1
25087,1059,131,2
25106,1058,9,1
25107,1058,131,2
25126,1060,9,1
25127,1060,131,2
25146,1061,131,1
25147,1061,6,2
25166,1062,214,1
25167,1062,131,2
25186,1063,9,1
25187,1063,3,2
25206,1064,9,1
25207,1064,131,2
25226,1065,1,1
25227,1065,1,2
25246,1066,131,1
25247,1066,9,2
25266,1067,131,1
25267,1067,9,2
25286,1069,9,1
25287,1069,131,2
25306,1070,9,1
25307,1070,131,2
25326,1071,131,1
25327,1071,9,2
25346,1051,131,1
25347,1051,9,2
